детском/ADJ,фантастическом/ADJ,фильме/NOUN
ежедневные/ADJ,физические/ADJ,упражнения/NOUN
механические/ADJ,шахматные/ADJ,часы/NOUN
лучшей/ADJ,игровой/ADJ,ситуации/NOUN
электронные/ADJ,шахматные/ADJ,часы/NOUN
специальные/ADJ,шахматные/ADJ,часы/NOUN
небольшого/ADJ,дополнительного/ADJ,времени/NOUN
дополнительные/ADJ,технические/ADJ,правила/NOUN
шахматных/ADJ,компьютерных/ADJ,программ/NOUN
общеизвестных/ADJ,классических/ADJ,шахмат/NOUN
случайной/ADJ,начальной/ADJ,расстановкой/NOUN
старые/ADJ,церковные/ADJ,запреты/NOUN
официальная/ADJ,православная/ADJ,церковь/NOUN
Главная/ADJ,отличительная/ADJ,черта/NOUN
первые/ADJ,официальные/ADJ,соревнования/NOUN
мирового/ADJ,синхронного/ADJ,плавания/NOUN
Официальное/ADJ,международное/ADJ,признание/NOUN
первые/ADJ,матчевые/ADJ,встречи/NOUN
первые/ADJ,Всесоюзные/ADJ,соревнования/NOUN
первые/ADJ,официальные/ADJ,соревнования/NOUN
отечественного/ADJ,синхронного/ADJ,плавания/NOUN
3-кратная/ADJ,Олимпийская/ADJ,чемпионка/NOUN
международной/ADJ,спортивной/ADJ,арене/NOUN
международными/ADJ,спортивными/ADJ,федерациями/NOUN
видным/ADJ,российским/ADJ,специалистом/NOUN
четырехкратные/ADJ,Олимпийские/ADJ,чемпионки/NOUN
трехкратные/ADJ,Олимпийские/ADJ,чемпионки/NOUN
многократных/ADJ,Олимпийских/ADJ,чемпионок/NOUN
регулярными/ADJ,международными/ADJ,соревнованиями/NOUN
международными/ADJ,спортивными/ADJ,федерациями/NOUN
нового/ADJ,олимпийского/ADJ,цикла/NOUN
завтрашние/ADJ,олимпийские/ADJ,чемпионки/NOUN
разнообразные/ADJ,быстропротекающие/ADJ,явления/NOUN
невооруженный/ADJ,человеческий/ADJ,глаз/NOUN
крупных/ADJ,платежных/ADJ,систем/NOUN
обычной/ADJ,повседневной/ADJ,жизни/NOUN
других/ADJ,интересных/ADJ,свойств/NOUN
короткими/ADJ,микросекундными/ADJ,импульсами/NOUN
стандартную/ADJ,экранную/ADJ,форму/NOUN
обычной/ADJ,комнатной/ADJ,температуре/NOUN
верхний/ADJ,приповерхностный/ADJ,слой/NOUN
новых/ADJ,химических/ADJ,связей/NOUN
настоящая/ADJ,современная/ADJ,физика/NOUN
разнообразные/ADJ,старинные/ADJ,методы/NOUN
единственным/ADJ,слабым/ADJ,звеном/NOUN
отдельных/ADJ,лазерных/ADJ,лучей/NOUN
высокотехнологичные/ADJ,чиповые/ADJ,карты/NOUN
типичные/ADJ,межатомные/ADJ,расстояния/NOUN
определенной/ADJ,конкретной/ADJ,сдвижкой/NOUN
данном/ADJ,конкретном/ADJ,случае/NOUN
разнообразные/ADJ,электронные/ADJ,явления/NOUN
внутренние/ADJ,атомные/ADJ,электроны/NOUN
обычной/ADJ,световой/ADJ,волны/NOUN
продвинутого/ADJ,технического/ADJ,обеспечения/NOUN
интересному/ADJ,биологическому/ADJ,белку/NOUN
интересных/ADJ,физических/ADJ,свойств/NOUN
первое/ADJ,герцовое/ADJ,излучение/NOUN
дальний/ADJ,инфракрасный/ADJ,диапазон/NOUN
слабых/ADJ,терагерцовых/ADJ,импульсов/NOUN
слабых/ADJ,терагерцовых/ADJ,импульсов/NOUN
разные/ADJ,теоретические/ADJ,подходы/NOUN
далекого/ADJ,ультрафиолетового/ADJ,излучения/NOUN
внешних/ADJ,атомных/ADJ,оболочках/NOUN
типичных/ADJ,многоэлектронных/ADJ,атомов/NOUN
короткий/ADJ,рентгеновский/ADJ,импульс/NOUN
стандартные/ADJ,программные/ADJ,средства/NOUN
международными/ADJ,платежными/ADJ,системами/NOUN
настоящие/ADJ,стабильные/ADJ,атомы/NOUN
ультрарелятивистских/ADJ,атомных/ADJ,ядер/NOUN
силовое/ADJ,глюонное/ADJ,поле/NOUN
информационной/ADJ,банковской/ADJ,безопасности/NOUN
бездушной/ADJ,пластиковой/ADJ,посуды/NOUN
эффективных/ADJ,первых/ADJ,лиц/NOUN
знаменитому/ADJ,немецкому/ADJ,естествоиспытателю/NOUN
конкурентного/ADJ,естественного/ADJ,отбора/NOUN
выдающийся/ADJ,российский/ADJ,ученый/NOUN
грандиозное/ADJ,обратное/ADJ,воздействие/NOUN
биокосных/ADJ,природных/ADJ,субстанций/NOUN
мощным/ADJ,геологическим/ADJ,фактором/NOUN
известный/ADJ,немецкий/ADJ,естествоиспытатель/NOUN
нижних/ADJ,трофических/ADJ,уровней/NOUN
устойчивого/ADJ,длительного/ADJ,сосуществования/NOUN
молодого/ADJ,советского/ADJ,биолога/NOUN
разные/ADJ,экологические/ADJ,ниши/NOUN
новой/ADJ,функциональной/ADJ,единицы/NOUN
единый/ADJ,природный/ADJ,комплекс/NOUN
наивысшего/ADJ,иерархического/ADJ,уровня/NOUN
строгих/ADJ,количественных/ADJ,методов/NOUN
балансовый/ADJ,энергетический/ADJ,подход/NOUN
талантливых/ADJ,молодых/ADJ,ученых/NOUN
Второй/ADJ,мировой/ADJ,войны/NOUN
замечательного/ADJ,российского/ADJ,биолога/NOUN
будущим/ADJ,нобелевским/ADJ,лауреатом/NOUN
гигантской/ADJ,живой/ADJ,фабрикой/NOUN
мировой/ADJ,научной/ADJ,мысли/NOUN
широких/ADJ,научных/ADJ,кругах/NOUN
уникальный/ADJ,газовый/ADJ,спектрофотометр/NOUN
средним/ADJ,химическим/ADJ,составом/NOUN
многоуровневая/ADJ,живая/ADJ,организация/NOUN
единую/ADJ,саморазвивающуюся/ADJ,систему/NOUN
древнее/ADJ,бактериальное/ADJ,сообщество/NOUN
мельчайшие/ADJ,живые/ADJ,организмы/NOUN
российской/ADJ,экологической/ADJ,школы/NOUN
сложные/ADJ,трофические/ADJ,цепочки/NOUN
неблагоприятные/ADJ,физико-химические/ADJ,изменения/NOUN
независимых/ADJ,операционных/ADJ,единиц/NOUN
ископаемого/ADJ,органического/ADJ,топлива/NOUN
повседневных/ADJ,людских/ADJ,забот/NOUN
существенной/ADJ,редакционной/ADJ,правке/NOUN
небольших/ADJ,научных/ADJ,оазисах/NOUN
естественным/ADJ,историческим/ADJ,образом/NOUN
Новосибирский/ADJ,научный/ADJ,городок/NOUN
Общий/ADJ,научный/ADJ,потенциал/NOUN
Плодотворной/ADJ,творческой/ADJ,работе/NOUN
определенной/ADJ,платежной/ADJ,системе/NOUN
нынешнее/ADJ,моральное/ADJ,поражение/NOUN
страшным/ADJ,бого-начальнико-боязненным/ADJ,стадом/NOUN
фундаментальных/ADJ,лингвистических/ADJ,исследований/NOUN
мирового/ADJ,научного/ADJ,сообщества/NOUN
адекватных/ADJ,рабочих/ADJ,мест/NOUN
мировой/ADJ,научной/ADJ,мысли/NOUN
совместных/ADJ,международных/ADJ,проектах/NOUN
мощной/ADJ,институциональной/ADJ,поддержки/NOUN
системного/ADJ,государственного/ADJ,подхода/NOUN
российскую/ADJ,гуманитарную/ADJ,науку/NOUN
крупнейших/ADJ,отечественных/ADJ,лингвистов/NOUN
других/ADJ,частных/ADJ,фондов/NOUN
отдельные/ADJ,научные/ADJ,проекты/NOUN
краткосрочных/ADJ,исследовательских/ADJ,проектов/NOUN
крупнейших/ADJ,российских/ADJ,ученых/NOUN
российская/ADJ,гуманитарная/ADJ,наука/NOUN
крупнейшим/ADJ,научным/ADJ,потенциалом/NOUN
передовые/ADJ,российские/ADJ,исследования/NOUN
периодические/ADJ,научные/ADJ,издания/NOUN
государственная/ADJ,академическая/ADJ,система/NOUN
российские/ADJ,гуманитарные/ADJ,исследования/NOUN
